Num_Sets,Num_Blocks,Bytes_in_Block,Write_Policy,Write_Through_or_Back,Eviction_Policy,Total_Loads,Total_Stores,Load_Hits,Load_Misses,Store_Hits,Store_Misses,Total_Cycles
4,128,8,no-write-allocate,write-back,lru,,,,,,,
4,128,8,no-write-allocate,write-back,fifo,,,,,,,
4,256,4,no-write-allocate,write-back,lru,,,,,,,
4,256,4,no-write-allocate,write-back,fifo,,,,,,,
8,1,512,no-write-allocate,write-back,lru,,,,,,,
8,1,512,no-write-allocate,write-back,fifo,,,,,,,
8,2,256,no-write-allocate,write-back,lru,,,,,,,
8,2,256,no-write-allocate,write-back,fifo,,,,,,,
8,4,128,no-write-allocate,write-back,lru,,,,,,,
8,4,128,no-write-allocate,write-back,fifo,,,,,,,
8,8,64,no-write-allocate,write-back,lru,,,,,,,
8,8,64,no-write-allocate,write-back,fifo,,,,,,,
8,16,32,no-write-allocate,write-back,lru,,,,,,,
8,16,32,no-write-allocate,write-back,fifo,,,,,,,
8,32,16,no-write-allocate,write-back,lru,,,,,,,
8,32,16,no-write-allocate,write-back,fifo,,,,,,,
8,64,8,no-write-allocate,write-back,lru,,,,,,,
8,64,8,no-write-allocate,write-back,fifo,,,,,,,
8,128,4,no-write-allocate,write-back,lru,,,,,,,
8,128,4,no-write-allocate,write-back,fifo,,,,,,,
16,1,256,no-write-allocate,write-back,lru,,,,,,,
16,1,256,no-write-allocate,write-back,fifo,,,,,,,
16,2,128,no-write-allocate,write-back,lru,,,,,,,
16,2,128,no-write-allocate,write-back,fifo,,,,,,,
16,4,64,no-write-allocate,write-back,lru,,,,,,,
16,4,64,no-write-allocate,write-back,fifo,,,,,,,
16,8,32,no-write-allocate,write-back,lru,,,,,,,
16,8,32,no-write-allocate,write-back,fifo,,,,,,,
16,16,16,no-write-allocate,write-back,lru,,,,,,,
16,16,16,no-write-allocate,write-back,fifo,,,,,,,
16,32,8,no-write-allocate,write-back,lru,,,,,,,
16,32,8,no-write-allocate,write-back,fifo,,,,,,,
16,64,4,no-write-allocate,write-back,lru,,,,,,,
16,64,4,no-write-allocate,write-back,fifo,,,,,,,
32,1,128,no-write-allocate,write-back,lru,,,,,,,
32,1,128,no-write-allocate,write-back,fifo,,,,,,,
32,2,64,no-write-allocate,write-back,lru,,,,,,,
32,2,64,no-write-allocate,write-back,fifo,,,,,,,
32,4,32,no-write-allocate,write-back,lru,,,,,,,
32,4,32,no-write-allocate,write-back,fifo,,,,,,,
32,8,16,no-write-allocate,write-back,lru,,,,,,,
32,8,16,no-write-allocate,write-back,fifo,,,,,,,
32,16,8,no-write-allocate,write-back,lru,,,,,,,
32,16,8,no-write-allocate,write-back,fifo,,,,,,,
32,32,4,no-write-allocate,write-back,lru,,,,,,,
32,32,4,no-write-allocate,write-back,fifo,,,,,,,
64,1,64,no-write-allocate,write-back,lru,,,,,,,
64,1,64,no-write-allocate,write-back,fifo,,,,,,,
64,2,32,no-write-allocate,write-back,lru,,,,,,,
64,2,32,no-write-allocate,write-back,fifo,,,,,,,
64,4,16,no-write-allocate,write-back,lru,,,,,,,
64,4,16,no-write-allocate,write-back,fifo,,,,,,,
64,8,8,no-write-allocate,write-back,lru,,,,,,,
64,8,8,no-write-allocate,write-back,fifo,,,,,,,
64,16,4,no-write-allocate,write-back,lru,,,,,,,
64,16,4,no-write-allocate,write-back,fifo,,,,,,,
128,1,32,no-write-allocate,write-back,lru,,,,,,,
128,1,32,no-write-allocate,write-back,fifo,,,,,,,
128,2,16,no-write-allocate,write-back,lru,,,,,,,
128,2,16,no-write-allocate,write-back,fifo,,,,,,,
128,4,8,no-write-allocate,write-back,lru,,,,,,,
128,4,8,no-write-allocate,write-back,fifo,,,,,,,
128,8,4,no-write-allocate,write-back,lru,,,,,,,
128,8,4,no-write-allocate,write-back,fifo,,,,,,,
256,1,16,no-write-allocate,write-back,lru,,,,,,,
256,1,16,no-write-allocate,write-back,fifo,,,,,,,
256,2,8,no-write-allocate,write-back,lru,,,,,,,
256,2,8,no-write-allocate,write-back,fifo,,,,,,,
256,4,4,no-write-allocate,write-back,lru,,,,,,,
256,4,4,no-write-allocate,write-back,fifo,,,,,,,
512,1,8,no-write-allocate,write-back,lru,,,,,,,
512,1,8,no-write-allocate,write-back,fifo,,,,,,,
512,2,4,no-write-allocate,write-back,lru,,,,,,,
512,2,4,no-write-allocate,write-back,fifo,,,,,,,
1024,1,4,no-write-allocate,write-back,lru,,,,,,,
1024,1,4,no-write-allocate,write-back,fifo,,,,,,,
